# ----------------------------------------
# 1 Master View
# Product Details
# 20220101-20221231
# ----------------------------------------

Product SKU,Product,Product Brand,Product Category Level 1,Product Revenue,Quantity,Avg. Price
9185002,Google Large Standard Journal Grey,Google,Office,US$508.80,39,US$13.05
GGOECAEB163518,Google Black Cloud Polo,Google Cloud,Apparel,US$508.80,13,US$39.14
GGOEGAEJ103912,Google F/C Longsleeve Ash,Google,Apparel,US$507.60,19,US$26.72
GGOEGBJD133999,Google Cambridge Campus Tote,Google,View All-Campus Collection,US$506.66,78,US$6.50
GGOEGATB205416,Super G Tahoe Women's Black Puffer Vest,(not set),Apparel,US$506.00,5,US$101.20
GGOEAFBA115599,Android Super Hero 3D Framed Art,Android,Accessories,US$504.00,29,US$17.38
GGOEYCBA182399,YouTube Kids Sprinkle Toast Keychain,YouTube,Apparel,US$502.40,77,US$6.52
GGOEGBMH177899,Google Eco-Friendly Green Duffel,(not set),New,US$502.20,20,US$25.11
GGOEGADL204415,Google Montauk Navy Unisex Rain Jacket,(not set),Apparel,US$501.60,8,US$62.70
GGOEGHGA118599,Google Blue Kids Sunglasses,Google,Shop by Brand,US$501.00,121,US$4.14
GGOEGAEJ142813,Google Austin Campus Zip Hoodie,Google,View All-Campus Collection,US$498.80,21,US$23.75
GGOECAEB190718,Google Cloud Unisex Onyx Tee,Google Cloud,Apparel,US$498.40,21,US$23.73
GGOEAAEC180012,Android Navy Zip Hoodie,Android,Apparel,US$496.80,8,US$62.10
GGOEGADH138114,Google Men's Softshell Moss,Google,Apparel,US$495.00,6,US$82.50
GGOEGAEH174917,Google Vintage Olive Tee,(not set),Apparel,US$492.80,21,US$23.47
GGOEGAAH204013,Google Recycled Organic Heather Forest Tee,(not set),Apparel,US$492.00,20,US$24.60
GGOEGAEB189018,Google Vintage Washed Shadow Hoodie,Google,Apparel,US$489.60,8,US$61.20
GGOEGCBA169699,Google San Francisco Campus Patch Set,Google,View All-Campus Collection,US$489.60,37,US$13.23
GGOEGADJ205217,Google Vail Unisex Grey Puffer Jacket,(not set),Apparel,US$486.00,4,US$121.50
GGOEACBA198899,Android Patch,Android,New,US$485.10,126,US$3.85
GGOEGAEL091315,Google Crewneck Sweatshirt Navy,Google,Uncategorized Items,US$484.00,11,US$44.00
GGOEAAEH129613,Android Pocket Tee Green,Android,Apparel,US$483.72,22,US$21.99
GGOEGADB138318,Google Men's Puff Jacket Black,Google,Apparel,US$483.00,7,US$69.00
GGOEGADB205313,Super G Tahoe Unisex Black Puffer Vest,(not set),Apparel,US$483.00,5,US$96.60
GGOEGAEC189218,Google Vintage Washed Tonal Sky Sweatshirt,Google,Apparel,US$483.00,8,US$60.38
GGOEGATB205412,Super G Tahoe Women's Black Puffer Vest,(not set),Apparel,US$483.00,5,US$96.60
GGOEGBJD148499,Google PNW Campus Tote,Google,View All-Campus Collection,US$482.02,78,US$6.18
9200346,Google Navy Polo,Google,Apparel,US$480.00,11,US$43.64
GGOEGKXC200129,Google Indigo Toddler Tee,Google,Apparel,US$480.00,24,US$20.00
GGOEGOAN123899,Google Pen Neon Coral,Google,Stationery,US$478.10,331,US$1.44
GGOEGBJJ204799,GFiber Tote,GFiber,Lifestyle,US$477.60,95,US$5.03
GGOEGAYJ136016,Google Youth Hero Tee Grey,Google,Apparel,US$475.20,24,US$19.80
GGOEGFKA194899,Chrome Dino Keyboard Sticker,Chrome Dino,New,US$473.60,265,US$1.79
GGOEGCKA126299,Google Pride Sticker,Google,Collections,US$473.40,384,US$1.23
GGOEAFKQ130699,Android Iconic Sticker Sheet,Android,New,US$472.80,182,US$2.60
GGOEGCBA198799,Google Noogler Hat Patch,Google,New,US$470.70,114,US$4.13
GGOECAEB190712,Google Cloud Unisex Onyx Tee,Google Cloud,Apparel,US$470.40,19,US$24.76
GGOEGAEC171812,Google Bike Eco Tee,Google,Apparel,US$468.00,19,US$24.63
GGOECAEB189316,Google Cloud Vintage Washed Shadow Joggers,Google Cloud,Apparel,US$466.20,9,US$51.80
GGOEGAPB138716,Google Sherpa Vest Black,Google,Apparel,US$466.10,14,US$33.29
GGCOGALC157015,Google Land & Sea Women's Eco Tee,Google,Collections,US$465.00,23,US$20.22
GGCNCAFJ103915,Google Cloud Ash Zip Hoodie,(not set),Apparel,US$462.40,4,US$115.60
GGOEGCKA182899,Google Bike Party Sticker Sheet,Google,Google Bike,US$457.60,140,US$3.27
GGOEGAEJ168617,Google Campus Unisex Zip Hoodie,Google,Apparel,US$456.00,9,US$50.67
GGCOGAEC100616,#IamRemarkable Unisex T-Shirt,#IamRemarkable,Apparel,US$453.60,39,US$11.63
GGOEGAED175013,Google Tonal Brick Tee,(not set),Apparel,US$453.60,20,US$22.68
GGOEGAEJ205115,GFiber Tee,GFiber,GFiber,US$452.60,18,US$25.14
9203391,Google Tonal Sweatshirt Stone Gray,(not set),Apparel,US$451.00,10,US$45.10
GGOEGOCD131699,Google Cork Journal,Google,New,US$448.20,61,US$7.35
GGOEGAAJ203416,Google Heavy-Weight Fog Tee,(not set),Apparel,US$448.00,17,US$26.35
GGOEAAEL130818,Android Iconic Crewneck Sweatshirt,Android,Clearance,US$446.60,14,US$31.90
GGCNGHPB102110,Google Vintage Wash Black Cap,(not set),New,US$446.40,23,US$19.41
GGCOGAEC100615,#IamRemarkable Unisex T-Shirt,#IamRemarkable,Apparel,US$446.40,43,US$10.38
GGOEGCBD142099,Google Cork Card Holder,Google,New,US$443.52,33,US$13.44
GGOEGAAP204116,Google Heather Plum Jersey Tee,(not set),Apparel,US$442.40,19,US$23.28
GGCOGADC100813,#IamRemarkable Unisex Hoodie,#IamRemarkable,Apparel,US$441.60,17,US$25.98
GGOEGADD203912,Google Vintage Washed Russet Sweatshirt,(not set),Apparel,US$441.60,8,US$55.20
GGOEGOAA172199,Google Ombre Pen,Google,New,US$440.30,289,US$1.52
GGOEGAPH138216,Google Women's Softshell Moss,Google,Apparel,US$435.60,7,US$62.23
GGOEGAEJ148012,Google PNW Campus Zip Hoodie,Google,Clearance,US$435.00,18,US$24.17
GGCNGDWQ101499,Google Speckled Camp Mug White,(not set),New,US$432.40,23,US$18.80
GGOEGAYC172712,Google Bike Youth Tee,Google,Apparel,US$432.40,23,US$18.80
GGOEGAEB110918,Google Zip Hoodie F/C,Google,Apparel,US$432.00,9,US$48.00
GGOEGAEJ173612,Google Ultralight Gray Sweatshirt,(not set),Apparel,US$429.20,10,US$42.92
GGOEGAEJ117512,Unisex Google Pocket Tee Grey,Google,Clearance,US$426.30,36,US$11.84
GGOEGADL202917,Google Horizon Navy Fleece Unisex Jacket,(not set),Apparel,US$425.00,4,US$106.25
GGOEGCBA186399,Google Striped Shoelaces Black,Google,New,US$425.00,99,US$4.29
GGOEGKYC200215,Google Indigo Youth Tee,Google,Apparel,US$425.00,20,US$21.25
GGOEGAEJ146212,Google LA Campus Zip Hoodie,Google,Clearance,US$423.40,18,US$23.52
GGOEGAEJ201513,Google Melange Smoke Sweatshirt,(not set),New,US$422.40,8,US$52.80
GGOEGAEJ201517,Google Melange Smoke Sweatshirt,(not set),New,US$422.40,8,US$52.80
GGOEGAPB176913,Google Women's Puffer Jacket,(not set),Apparel,US$422.40,5,US$84.48
GGOEGAEJ176517,Google Unisex Jogger,(not set),Apparel,US$420.00,12,US$35.00
GGOEGAEB170618,Super G Ultralight Sweatshirt,Google,Collections,US$419.60,9,US$46.62
GGOEGAXQ196155,Google Classic White Toddler Tee,Google,Apparel,US$417.60,21,US$19.89
GGOEGAEC181317,Google Bike Ultralight Sweatshirt,Google,Apparel,US$417.20,9,US$46.36
GGOEADHH117199,Android Buoy Bottle,Android,Drinkware,US$415.52,82,US$5.07
GGCNGAAC102915,Google Slate Jersey Tee,(not set),Apparel,US$414.40,14,US$29.60
GGOEGOAA172399,Google Ombre Pen,Google,New,US$414.05,285,US$1.45
GGOEGAYB173012,Chrome Dino Glow-in-the-Dark Youth Tee,Google,Apparel,US$414.00,22,US$18.82
GGOEYAEJ092117,YouTube 3 lines Tee Grey,YouTube,Clearance,US$413.16,74,US$5.58
GGOEGAYR136116,Google Youth Hero Tee Maroon,Google,Apparel,US$412.80,20,US$20.64
9203428,Google Classic Slate Bottle,(not set),New,US$410.40,19,US$21.60
GGOEAAYL130314,Android Pocket Youth Tee Navy,Android,Apparel,US$410.00,20,US$20.50
GGOEGHGA118599,Google Blue Kids Sunglasses,Google,Accessories,US$410.00,100,US$4.10
GGOEGAAB205614,AGN NY 2022 Unisex Tee,(not set),Home,US$408.00,17,US$24.00
GGOEGFJH206399,Young Stan Goes Ice-Skating,(not set),New,US$408.00,24,US$17.00
GGOEGAXJ201629,Google Toddler Melange Smoke Sweatshirt,(not set),New,US$407.00,13,US$31.31
GGOEGCBA150699,Google Medium Pet Leash (Red/Yellow),Google,Collections,US$406.00,14,US$29.00
9200321,Google Black Cloud Zip Hoodie,Google Cloud,Apparel,US$400.20,7,US$57.17
GGOEAAEL129712,Android Pocket Tee Navy,Android,Apparel,US$400.20,17,US$23.54
GGCNGADB103814,Google Classic Black Pullover Hoodie,(not set),Apparel,US$400.00,4,US$100.00
GGOEGAXJ201655,Google Toddler Melange Smoke Sweatshirt,(not set),New,US$399.60,13,US$30.74
GGOEGATJ137217,Google Women's Tech Fleece Vest Charcoal,Google,Apparel,US$398.16,9,US$44.24
GGCOGADC100814,#IamRemarkable Unisex Hoodie,#IamRemarkable,Apparel,US$396.80,15,US$26.45
GGOEGOLA127599,Google Mural Notebook,Google,Collections,US$396.76,27,US$14.69
GGOEGAAB205615,AGN NY 2022 Unisex Tee,(not set),Home,US$396.00,16,US$24.75
GGCNGHPB101910,Google Black Knit Toque,(not set),New,US$395.60,21,US$18.84
9203459,Google Gray Cotton Cap,(not set),New,US$395.20,26,US$15.20
GGOEGAEB197015,Mixed Googlers Unisex Eco Tee,(not set),Apparel,US$395.20,13,US$30.40
GGOEGAEA188618,Google Beachcomber Full Zip Windbreaker,Google,Apparel,US$390.60,7,US$55.80
GGCOGALC157016,Google Land & Sea Women's Eco Tee,Google,Collections,US$390.00,19,US$20.53
GGOEGAEJ147112,Google SF Campus Zip Hoodie,Google,Clearance,US$388.60,16,US$24.29
9203460,Google Corduroy Black Cap,(not set),New,US$387.60,25,US$15.50
GGOEGAEC176217,Google Camp Fleece Snap Pullover,(not set),Apparel,US$386.40,5,US$77.28
GGOEGAEL091318,Google Crewneck Sweatshirt Navy,Google,Apparel,US$385.00,8,US$48.12
GGOEGCBA139899,Google Large Pet Leash (Blue/Green),Google,Collections,US$385.00,13,US$29.62
GGOECAEB163512,Google Black Cloud Polo,Google Cloud,Apparel,US$384.88,10,US$38.49
GGOEGAEJ178516,Google Cloud Packable Lightweight Jacket,(not set),Apparel,US$384.80,9,US$42.76
GGCOGBJC100999,#IamRemarkable Tote,#IamRemarkable,#IamRemarkable Tote,US$384.00,60,US$6.40
GGOEGADB176813,Google Unisex Puffer Jacket,(not set),Google Unisex Puffer Jacket,US$384.00,5,US$76.80
GGOEGDHJ140199,Google NYC Campus Bottle,Google,View All-Campus Collection,US$383.60,33,US$11.62
GGOEGAEC164712,Google Tonal Blue Eco Tee,Google,Apparel,US$383.40,17,US$22.55
GGCOGALC100715,#IamRemarkable Ladies T-Shirt,#IamRemarkable,Apparel,US$381.60,39,US$9.78
GGOEGCBA190599,Google Bike Puzzle,Google,New,US$380.80,17,US$22.40
GGOEAAEC199916,Android Classic Navy Eco Tee,Android,Apparel,US$379.60,16,US$23.72
GGOEGAEB125312,Google Unisex Pride Eco-Tee Black,Google,Collections,US$379.60,17,US$22.33
GGOEGAPJ178417,Google Women's Essential Jacket,(not set),Apparel,US$378.28,5,US$75.66
GGOEAHPJ131210,Android Iconic Beanie,Android,New,US$378.00,44,US$8.59
GGOEGCKA168499,Google Campus Sticker Sheet,Google,Campus Collection,US$377.60,57,US$6.62
GGOEGAAD204215,Google Heather Russet Jersey Tee,(not set),Apparel,US$375.20,16,US$23.45
GGOEGAEJ168513,Google Campus Unisex Tee,Google,Apparel,US$375.00,18,US$20.83
GGOEGFKA086699,Google Emoji Sticker Pack,Google,New,US$375.00,93,US$4.03
GGOEGKYC200213,Google Indigo Youth Tee,Google,Apparel,US$375.00,18,US$20.83
GGOEGAAC187112,Google Marine Layer Navy Tee,Google,Apparel,US$369.00,10,US$36.90
9203355,Google Camp Fleece Snap Pullover,(not set),Apparel,US$368.00,5,US$73.60
GGOEGADB205317,Super G Tahoe Unisex Black Puffer Vest,(not set),Apparel,US$368.00,4,US$92.00
GGOEGALJ163416,Google Grey Women's Tee,Google,Apparel,US$367.60,19,US$19.35
GGOEYAAB204616,YouTube Marled Black Tee,(not set),Apparel,US$366.00,15,US$24.40
GGOEYCBA182499,YouTube Kids Flamemallow Keychain,YouTube,Apparel,US$364.80,56,US$6.51
GGCNGADL103715,Google Midnight Crewneck Sweatshirt,(not set),Apparel,US$363.80,4,US$90.95
GGOEYADJ173417,YouTube Ultralight Embroidered Sweatshirt,(not set),Apparel,US$363.20,8,US$45.40
GGCOGAEC100614,#IamRemarkable Unisex T-Shirt,#IamRemarkable,Apparel,US$362.40,33,US$10.98
GGCOGCBA196599,Google Layer Cake Greeting Card,(not set),New,US$362.40,75,US$4.83
GGOEGAEA201318,Google Camp Fleece Cream Pullover,(not set),New,US$361.00,4,US$90.25
GGOEGAEA125610,Google Soft Modal Scarf,Google,Apparel,US$360.00,10,US$36.00
GGOEGDWC149199,Google Kirkland Campus Mug,Google,View All-Campus Collection,US$359.52,52,US$6.91
GGOEGADP203818,Google Vintage Washed Plum Sweatshirt,(not set),Apparel,US$358.80,6,US$59.80
GGOEYAEB180118,YouTube Black Zip Hoodie,YouTube,Apparel,US$358.80,6,US$59.80
GGOEGAEH090612,Google Tee Green,Google,Clearance,US$358.60,36,US$9.96
GGOEGAAL204515,Google Marled Midnight Tee,(not set),Apparel,US$358.40,15,US$23.89
GGOEGAAP204113,Google Heather Plum Jersey Tee,(not set),Apparel,US$358.40,16,US$22.40
GGCOGALC100716,#IamRemarkable Ladies T-Shirt,#IamRemarkable,Apparel,US$357.60,35,US$10.22
GGOEAAEC199913,Android Classic Navy Eco Tee,Android,Apparel,US$353.60,16,US$22.10
GGOEGCOA173158,Google Bike Paper Clip Set,(not set),Google Bike,US$352.80,121,US$2.92
GGOECFBA200899,Super Cloud Brick Set,(not set),Super Cloud Brick Set,US$352.00,11,US$32.00
GGOEGAEH126514,Google Beekeepers Tee Mint,Google,Clearance,US$350.00,24,US$14.58
GGOEGALJ168713,Google Campus Women's Tee,Google,Apparel,US$350.00,17,US$20.59
GGOEGAWN127350,Google Beekeepers Onesie Pink,Google,Clearance,US$350.00,24,US$14.58
GGOEAFKA087599,Android Large Removable Sticker Sheet,Android,Accessories,US$348.18,200,US$1.74
GGOEGAYB113115,Google Youth FC Longsleeve Charcoal,Google,Apparel,US$348.00,14,US$24.86
GGOEGAEB170918,Google Unisex V-neck Tee,Google,Apparel,US$345.60,15,US$23.04
9203648,Android Navy Zip Hoodie,Android,Apparel,US$345.00,6,US$57.50
GGOEYADB204312,YouTube Far Out Tie-Dye Sweatshirt,(not set),Apparel,US$345.00,6,US$57.50
GGOEGATB176716,Google Women's Puffer Vest,(not set),Apparel,US$344.40,5,US$68.88
GGOEGALJ168715,Google Campus Women's Tee,Google,Apparel,US$344.00,17,US$20.24
GGOEGAEJ205116,GFiber Tee,GFiber,GFiber,US$341.00,13,US$26.23
GGOECAEJ188517,Google Cloud Full Zip Packable Jacket,Google Cloud,Apparel,US$340.20,6,US$56.70
GGOEGAEM126412,Android Garden Tee Orange,Android,Clearance,US$339.30,28,US$12.12
GGOEGADB176612,Google Unisex Puffer Vest,(not set),Apparel,US$336.00,5,US$67.20
GGOEGAEH174912,Google Vintage Olive Tee,(not set),Apparel,US$333.76,17,US$19.63
GGCNGDWR101399,Google Crimson Speckled Mug,(not set),New,US$333.20,12,US$27.77
GGCNGDHB102399,Google Expedition Bottle,(not set),New,US$333.00,11,US$30.27
GGOEGAEJ178515,Google Cloud Packable Lightweight Jacket,(not set),Apparel,US$332.80,8,US$41.60
GGOEGATJ137216,Google Women's Tech Fleece Vest Charcoal,Google,Apparel,US$331.80,7,US$47.40
GGOEGAEC188218,Google Indigo Tie-Dye Sweatshirt,Google,Apparel,US$331.20,5,US$66.24
GGOEYADJ173412,YouTube Ultralight Embroidered Sweatshirt,(not set),Apparel,US$328.40,7,US$46.91
GGOECAEB189317,Google Cloud Vintage Washed Shadow Joggers,Google Cloud,Apparel,US$327.60,6,US$54.60
9203416,Google Unisex Puffer Jacket,(not set),Apparel,US$326.40,4,US$81.60
9203423,Google Women's Puffer Jacket,(not set),Apparel,US$326.40,4,US$81.60
GGCNGAAC102914,Google Slate Jersey Tee,(not set),Apparel,US$325.60,11,US$29.60
GGOEGAEB161414,BLM Unisex Pullover Hoodie,Google,Collections,US$324.80,7,US$46.40
GGOEGAPH138217,Google Women's Softshell Moss,Google,Apparel,US$324.72,5,US$64.94
GGOEGAEH189117,Google Pacific Green Tee,Google,Apparel,US$324.00,14,US$23.14
GGOEGAEC188312,Google Heather Denim Tonal Tee,Google,Apparel,US$323.40,12,US$26.95
GGOEGAER090412,Google Tee Red,Google,Clearance,US$323.40,36,US$8.98
GGOEAAXQ129829,Android Pocket Toddler Tee White,Android,Apparel,US$322.00,17,US$18.94
GGOEGAEM126413,Android Garden Tee Orange,Android,Clearance,US$321.90,27,US$11.92
GGOEMAEB164117,Google Maps Pin Tee,Google,Apparel,US$320.80,16,US$20.05
GGCOGCBA196699,Google Thank You Thank You Greeting Card,(not set),New,US$320.40,64,US$5.01
GGCOGADC100815,#IamRemarkable Unisex Hoodie,#IamRemarkable,Apparel,US$320.00,12,US$26.67
GGOEGADL204414,Google Montauk Navy Unisex Rain Jacket,(not set),Apparel,US$319.20,5,US$63.84
GGOEGADL204416,Google Montauk Navy Unisex Rain Jacket,(not set),Apparel,US$319.20,5,US$63.84
GGOEYCBA182599,YouTube Kids T-Rex Keychain,YouTube,Apparel,US$318.40,49,US$6.50
GGOEGAEJ140212,Google NYC Campus Unisex Tee,Google,View All-Campus Collection,US$317.50,31,US$10.24
9196855,Android Iconic Hat White,Android,New,US$316.80,20,US$15.84
GGOEGAEJ173618,Google Ultralight Gray Sweatshirt,(not set),Apparel,US$316.80,7,US$45.26
GGOEYCBA198999,YouTube Icon Patch,YouTube,New,US$316.80,81,US$3.91
GGOEGAFH203712,Google Vintage Washed Forest Pullover,(not set),Apparel,US$315.00,5,US$63.00
GGOEGAEC164717,Google Tonal Blue Eco Tee,Google,Apparel,US$313.74,15,US$20.92
GGOEACBA104599,Android SM S/F18 Sticker Sheet,Android,Accessories,US$308.70,179,US$1.72
GGOEGADB176812,Google Unisex Puffer Jacket,(not set),Google Unisex Puffer Jacket,US$307.20,4,US$76.80
GGOEYAEA179517,YouTube Tie-Dye Tee,YouTube,Apparel,US$307.20,12,US$25.60
GGOEGAEB119418,Chrome Dino Marine Layer Tee,Google,Collections,US$306.00,8,US$38.25
GGOEYAEJ120318,YouTube Icon Tee Grey,YouTube,Apparel,US$303.60,18,US$16.87
GGOEYAEC179612,YouTube Lake Blue Tee,YouTube,Apparel,US$303.50,18,US$16.86
GGOEYAEB179913,YouTube Expressive Sweatshirt,YouTube,Apparel,US$302.40,6,US$50.40
9196279,Google Unisex Pride Eco-Tee Black,Google,Collections,US$301.60,14,US$21.54
GGOEGAEH126715,Stan and Friends Tee Green,Google,Clearance,US$300.00,30,US$10.00
GGOEGAPL203012,Google Horizon Navy Fleece Women's Jacket,(not set),Apparel,US$300.00,3,US$100.00
9201609,Google Blue Stoneware Mug,Google,Collections,US$299.00,28,US$10.68
GGOEGADB205318,Super G Tahoe Unisex Black Puffer Vest,(not set),Apparel,US$299.00,3,US$99.67
9203688,Super G Cork Bottom Tumbler,Google,Lifestyle,US$297.60,12,US$24.80
GGOEGAXH135755,Google Toddler Hero Tee Olive,Google,Apparel,US$297.60,15,US$19.84
GGCOAABC154510,Google TYCTWD Blue Cape,Google,Clearance,US$297.16,19,US$15.64
GGOEGPJA202810,Google Doogler Baja Dog Leash,Google,New,US$296.80,13,US$22.83
GGOEAAXQ129828,Android Pocket Toddler Tee White,Android,Apparel,US$294.40,16,US$18.40
GGOEGAEC176218,Google Camp Fleece Snap Pullover,(not set),Apparel,US$294.40,4,US$73.60
GGOEGAEC171818,Google Bike Eco Tee,Google,Apparel,US$294.00,12,US$24.50
GGOEGKXC200130,Google Indigo Toddler Tee,Google,Apparel,US$292.80,15,US$19.52
GGOEGAED142612,Google Austin Campus Unisex Tee,Google,View All-Campus Collection,US$292.50,28,US$10.45
GGOEGAPB138715,Google Sherpa Vest Black,Google,Apparel,US$292.30,9,US$32.48
9200364,Google Shoreline Water Bottle,Google Cloud,Collections,US$291.20,14,US$20.80
GGOEGAEB205016,GFiber Hoodie,GFiber,GFiber,US$290.40,8,US$36.30
GGOEAAYL130316,Android Pocket Youth Tee Navy,Android,Apparel,US$290.00,13,US$22.31
9200322,Google Black Cloud Zip Hoodie,Google Cloud,Apparel,US$289.80,5,US$57.96
9203655,YouTube Black Zip Hoodie,YouTube,Apparel,US$289.80,5,US$57.96
9203346,Google Speckled Pom Hat Black,(not set),Google Speckled Pom Hat Black,US$288.00,20,US$14.40
GGOEGAAB205613,AGN NY 2022 Unisex Tee,(not set),Home,US$288.00,12,US$24.00
GGOEGADC135016,Google Raincoat Navy,Google,Apparel,US$288.00,3,US$96.00
GGOEYAEB120712,YouTube Standards Zip Hoodie Black,YouTube,Men's,US$288.00,6,US$48.00
GGOEGAEH126513,Google Beekeepers Tee Mint,Google,Clearance,US$287.00,20,US$14.35
GGOEGAXH127028,Stan and Friends Toddler Tee Green,Google,Clearance,US$287.00,20,US$14.35
GGOEGAEC165218,Google Navy French Terry Zip Hoodie,Google,Apparel,US$286.00,6,US$47.67
GGOEYAEJ120312,YouTube Icon Tee Grey,YouTube,Apparel,US$286.00,16,US$17.88
9203303,Google Crewneck Sweatshirt Black,(not set),Apparel,US$285.00,6,US$47.50
GGOEGAEH126713,Stan and Friends Tee Green,Google,Clearance,US$285.00,28,US$10.18
GGOEGAEC141213,Google Chicago Campus Zip Hoodie,Google,View All-Campus Collection,US$284.20,12,US$23.68
GGOEGAEJ133712,Google Cambridge Campus Zip Hoodie,Google,View All-Campus Collection,US$284.20,12,US$23.68
GGOEGAEJ144113,Google Boulder Campus Zip Hoodie,Google,Clearance,US$284.20,12,US$23.68
GGOEGANB189612,Google Ladies Expedition Half Zip,Google,Apparel,US$281.60,4,US$70.40
GGOEGAEC126613,Flamingo and Friends Tee Blue,Google,Clearance,US$281.30,23,US$12.23
GGOEGBRC201099,Google Steel Blue ORI Sustainable Backpack,(not set),Apparel,US$280.00,2,US$140.00
GGCOGALC100713,#IamRemarkable Ladies T-Shirt,#IamRemarkable,Apparel,US$278.40,29,US$9.60
GGOEGAEB161413,BLM Unisex Pullover Hoodie,Google,Collections,US$278.40,6,US$46.40
GGOEYAEC179617,YouTube Lake Blue Tee,YouTube,Apparel,US$277.50,13,US$21.35
GGOEAAXQ129830,Android Pocket Toddler Tee White,Android,Apparel,US$276.00,15,US$18.40
GGOEGATB205417,Super G Tahoe Women's Black Puffer Vest,(not set),Apparel,US$276.00,3,US$92.00
GGOEGHPB197310,Mixed Googlers Organic Cap,(not set),Apparel,US$276.00,15,US$18.40
9203392,Google Tonal Sweatshirt Stone Gray,(not set),Apparel,US$275.00,6,US$45.83
GGOEGAED176317,Google Sweatshirt Brick Red,(not set),Apparel,US$275.00,6,US$45.83
GGOEGAED175017,Google Tonal Brick Tee,(not set),Apparel,US$274.40,12,US$22.87
GGOEGAER141013,Google Chicago Campus Unisex Tee,Google,View All-Campus Collection,US$272.50,24,US$11.35
GGOEGCBA105099,Google Magnet,Google,Shop by Brand,US$270.40,42,US$6.44
GGOEGAAC187118,Google Marine Layer Navy Tee,Google,Apparel,US$270.00,7,US$38.57
GGOEGAYB196526,Google Black Classic Youth Tee,Google,Apparel,US$270.00,13,US$20.77
GGOEGADB176818,Google Unisex Puffer Jacket,(not set),Apparel,US$268.80,3,US$89.60
GGOEGDNB206499,Google Speckled MiiR Tumbler,Google,Google Speckled MiiR Tumbler,US$268.80,8,US$33.60
GGOEAAWQ130052,Android Pocket Onesie White,Android,Apparel,US$268.40,15,US$17.89
GGOEGAEC141212,Google Chicago Campus Zip Hoodie,Google,View All-Campus Collection,US$266.80,11,US$24.25
GGOEGCBA169299,Google Seattle Campus Patch Set,Google,View All-Campus Collection,US$265.60,20,US$13.28
GGOEGKWC200050,Google Indigo Onesie,Google,Apparel,US$265.00,13,US$20.38
GGOEGAEB205014,GFiber Hoodie,GFiber,GFiber,US$264.00,7,US$37.71
GGOEGAHB190018,Super G Eco Polo Shirt,Google,Apparel,US$264.00,5,US$52.80
GGOECCBQ208499,Google Cloud Lanyard,(not set),New,US$260.80,37,US$7.05
GGOEGOLA127499,Google Mural Sticky Note Pad,Google,Collections,US$260.40,22,US$11.84
GGOEGCBA169599,Google Chicago Campus Patch Set,Google,View All-Campus Collection,US$259.20,20,US$12.96
